Treating.Clinician,Hospital,total,target,percentage,hospital_each_average,hospital_all_average,order
90021003,Dandenong,4,0,0,5.43,3.17,Salbutamol
90022682,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90023171,MMC- Clayton,19,0,0,1.94,3.17,Salbutamol
90024040,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90024223,Casey,4,0,0,4.79,3.17,Salbutamol
90024223,Dandenong,1,0,0,5.43,3.17,Salbutamol
90024223,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90024320,MMC- Clayton,15,0,0,1.94,3.17,Salbutamol
90024716,Casey,1,0,0,4.79,3.17,Salbutamol
90025727,Dandenong,3,1,33,5.43,3.17,Salbutamol
90026166,MMC- Clayton,38,0,0,1.94,3.17,Salbutamol
90027194,Casey,1,0,0,4.79,3.17,Salbutamol
90028087,Casey,1,0,0,4.79,3.17,Salbutamol
90028254,Dandenong,6,0,0,5.43,3.17,Salbutamol
90028254,MMC- Clayton,21,2,9,1.94,3.17,Salbutamol
90029255,Casey,1,0,0,4.79,3.17,Salbutamol
90029255,Dandenong,7,0,0,5.43,3.17,Salbutamol
90029388,Dandenong,3,0,0,5.43,3.17,Salbutamol
90030535,MMC- Clayton,12,0,0,1.94,3.17,Salbutamol
90031199,Casey,3,0,0,4.79,3.17,Salbutamol
90031311,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90031341,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90032676,Casey,6,1,16,4.79,3.17,Salbutamol
90032705,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90032929,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90033661,Casey,3,0,0,4.79,3.17,Salbutamol
90033661,Dandenong,4,0,0,5.43,3.17,Salbutamol
90033661,MMC- Clayton,15,0,0,1.94,3.17,Salbutamol
90033774,Dandenong,3,0,0,5.43,3.17,Salbutamol
90033774,MMC- Clayton,26,0,0,1.94,3.17,Salbutamol
90033803,MMC- Clayton,9,0,0,1.94,3.17,Salbutamol
90034135,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90034329,Dandenong,2,0,0,5.43,3.17,Salbutamol
90034785,Casey,7,0,0,4.79,3.17,Salbutamol
90034958,Casey,1,0,0,4.79,3.17,Salbutamol
90035140,Casey,1,0,0,4.79,3.17,Salbutamol
90035880,Dandenong,1,0,0,5.43,3.17,Salbutamol
90036519,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90037802,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90037850,Dandenong,2,0,0,5.43,3.17,Salbutamol
90038386,Casey,5,1,20,4.79,3.17,Salbutamol
90039000,Casey,7,0,0,4.79,3.17,Salbutamol
90039000,Dandenong,2,0,0,5.43,3.17,Salbutamol
90039551,Casey,9,1,11,4.79,3.17,Salbutamol
90039551,Dandenong,1,0,0,5.43,3.17,Salbutamol
90039776,Casey,2,0,0,4.79,3.17,Salbutamol
90040184,Dandenong,1,0,0,5.43,3.17,Salbutamol
90040371,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90040773,Dandenong,4,1,25,5.43,3.17,Salbutamol
90040881,Casey,6,0,0,4.79,3.17,Salbutamol
90041374,Casey,1,0,0,4.79,3.17,Salbutamol
90043227,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90043338,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90043759,Casey,6,0,0,4.79,3.17,Salbutamol
90043890,Dandenong,1,0,0,5.43,3.17,Salbutamol
90044135,Casey,14,2,14,4.79,3.17,Salbutamol
90044868,Casey,8,0,0,4.79,3.17,Salbutamol
90044868,Dandenong,2,0,0,5.43,3.17,Salbutamol
90045378,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90046308,Casey,10,2,20,4.79,3.17,Salbutamol
90046416,Casey,9,0,0,4.79,3.17,Salbutamol
90047010,Dandenong,1,0,0,5.43,3.17,Salbutamol
90047064,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90047604,Casey,2,0,0,4.79,3.17,Salbutamol
90047937,Dandenong,1,0,0,5.43,3.17,Salbutamol
90048709,Casey,4,1,25,4.79,3.17,Salbutamol
90048747,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90049188,Dandenong,8,1,12,5.43,3.17,Salbutamol
90051139,Dandenong,9,1,11,5.43,3.17,Salbutamol
90051548,MMC- Clayton,8,1,12,1.94,3.17,Salbutamol
90052261,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90052270,MMC- Clayton,15,0,0,1.94,3.17,Salbutamol
90052753,Casey,2,0,0,4.79,3.17,Salbutamol
90052916,Dandenong,9,0,0,5.43,3.17,Salbutamol
90052916,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90053104,Dandenong,3,1,33,5.43,3.17,Salbutamol
90053409,Casey,9,0,0,4.79,3.17,Salbutamol
90053418,Casey,1,0,0,4.79,3.17,Salbutamol
90053418,Dandenong,1,0,0,5.43,3.17,Salbutamol
90053715,Casey,8,0,0,4.79,3.17,Salbutamol
90053753,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90054690,Casey,6,0,0,4.79,3.17,Salbutamol
90054690,Dandenong,5,0,0,5.43,3.17,Salbutamol
90055388,Casey,4,0,0,4.79,3.17,Salbutamol
90055388,Dandenong,2,0,0,5.43,3.17,Salbutamol
90056255,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90056621,Casey,4,0,0,4.79,3.17,Salbutamol
90056621,Dandenong,5,0,0,5.43,3.17,Salbutamol
90056792,Casey,6,0,0,4.79,3.17,Salbutamol
90057408,Dandenong,5,1,20,5.43,3.17,Salbutamol
90057415,Casey,3,1,33,4.79,3.17,Salbutamol
90057415,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90057890,Dandenong,1,0,0,5.43,3.17,Salbutamol
90058180,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90058333,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90058786,Dandenong,1,0,0,5.43,3.17,Salbutamol
90059584,Casey,1,0,0,4.79,3.17,Salbutamol
90059584,Dandenong,3,1,33,5.43,3.17,Salbutamol
90059584,MMC- Clayton,20,2,10,1.94,3.17,Salbutamol
90059876,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90060546,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90060746,Casey,4,0,0,4.79,3.17,Salbutamol
90060945,Casey,1,0,0,4.79,3.17,Salbutamol
90060945,Dandenong,6,0,0,5.43,3.17,Salbutamol
90060950,Dandenong,1,0,0,5.43,3.17,Salbutamol
90060950,MMC- Clayton,7,0,0,1.94,3.17,Salbutamol
90061220,Casey,5,0,0,4.79,3.17,Salbutamol
90061220,MMC- Clayton,7,0,0,1.94,3.17,Salbutamol
90062205,MMC- Clayton,38,0,0,1.94,3.17,Salbutamol
90063200,Casey,8,0,0,4.79,3.17,Salbutamol
90064512,Casey,10,0,0,4.79,3.17,Salbutamol
90066524,MMC- Clayton,18,0,0,1.94,3.17,Salbutamol
90068267,Dandenong,12,0,0,5.43,3.17,Salbutamol
90068451,Dandenong,4,0,0,5.43,3.17,Salbutamol
90069969,Casey,4,0,0,4.79,3.17,Salbutamol
90070093,MMC- Clayton,21,1,4,1.94,3.17,Salbutamol
90070899,Casey,1,0,0,4.79,3.17,Salbutamol
90071350,Dandenong,3,0,0,5.43,3.17,Salbutamol
90071662,Casey,9,0,0,4.79,3.17,Salbutamol
90071914,Casey,4,1,25,4.79,3.17,Salbutamol
90072373,Dandenong,3,1,33,5.43,3.17,Salbutamol
90072373,MMC- Clayton,10,2,20,1.94,3.17,Salbutamol
90074347,Casey,5,0,0,4.79,3.17,Salbutamol
90074642,Dandenong,1,0,0,5.43,3.17,Salbutamol
90074642,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90074963,Casey,4,1,25,4.79,3.17,Salbutamol
90075008,MMC- Clayton,22,0,0,1.94,3.17,Salbutamol
90075334,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90075767,Casey,4,0,0,4.79,3.17,Salbutamol
90075767,Dandenong,3,0,0,5.43,3.17,Salbutamol
90075796,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90076316,Casey,3,0,0,4.79,3.17,Salbutamol
90076316,Dandenong,3,0,0,5.43,3.17,Salbutamol
90076693,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90076797,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90077401,MMC- Clayton,18,1,5,1.94,3.17,Salbutamol
90077628,Casey,12,1,8,4.79,3.17,Salbutamol
90077920,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90078071,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90078140,Casey,4,0,0,4.79,3.17,Salbutamol
90078263,Casey,7,0,0,4.79,3.17,Salbutamol
90078705,MMC- Clayton,21,2,9,1.94,3.17,Salbutamol
90078787,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90078814,Casey,2,0,0,4.79,3.17,Salbutamol
90078814,MMC- Clayton,6,1,16,1.94,3.17,Salbutamol
90079400,Casey,1,0,0,4.79,3.17,Salbutamol
90079546,MMC- Clayton,15,0,0,1.94,3.17,Salbutamol
90080314,Dandenong,2,1,50,5.43,3.17,Salbutamol
90080314,MMC- Clayton,3,1,33,1.94,3.17,Salbutamol
90080745,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90081325,MMC- Clayton,32,1,3,1.94,3.17,Salbutamol
90081556,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90081588,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90081957,Dandenong,1,0,0,5.43,3.17,Salbutamol
90081957,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90082317,Dandenong,4,0,0,5.43,3.17,Salbutamol
90082317,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90082515,Casey,15,1,6,4.79,3.17,Salbutamol
90082515,Dandenong,3,0,0,5.43,3.17,Salbutamol
90082524,Casey,2,0,0,4.79,3.17,Salbutamol
90082606,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90082724,Casey,15,0,0,4.79,3.17,Salbutamol
90083027,Casey,7,0,0,4.79,3.17,Salbutamol
90083027,MMC- Clayton,11,0,0,1.94,3.17,Salbutamol
90083180,Casey,7,1,14,4.79,3.17,Salbutamol
90083180,Dandenong,4,0,0,5.43,3.17,Salbutamol
90083199,Dandenong,4,0,0,5.43,3.17,Salbutamol
90083266,MMC- Clayton,29,0,0,1.94,3.17,Salbutamol
90085012,Casey,4,0,0,4.79,3.17,Salbutamol
90085012,Dandenong,1,0,0,5.43,3.17,Salbutamol
90085043,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90085693,Casey,1,0,0,4.79,3.17,Salbutamol
90085715,Casey,5,1,20,4.79,3.17,Salbutamol
90085898,MMC- Clayton,11,1,9,1.94,3.17,Salbutamol
90086088,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90086136,Casey,24,2,8,4.79,3.17,Salbutamol
90086232,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90086511,Casey,14,0,0,4.79,3.17,Salbutamol
90088199,Casey,7,1,14,4.79,3.17,Salbutamol
90088199,Dandenong,4,0,0,5.43,3.17,Salbutamol
90089123,Casey,10,0,0,4.79,3.17,Salbutamol
90089947,Casey,8,1,12,4.79,3.17,Salbutamol
90089975,Casey,7,0,0,4.79,3.17,Salbutamol
90090296,Dandenong,5,0,0,5.43,3.17,Salbutamol
90090681,Casey,8,0,0,4.79,3.17,Salbutamol
90091034,MMC- Clayton,2,1,50,1.94,3.17,Salbutamol
90093120,MMC- Clayton,7,0,0,1.94,3.17,Salbutamol
90093190,Casey,1,0,0,4.79,3.17,Salbutamol
90093190,MMC- Clayton,2,1,50,1.94,3.17,Salbutamol
90093516,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90094007,Casey,3,0,0,4.79,3.17,Salbutamol
90094126,MMC- Clayton,8,1,12,1.94,3.17,Salbutamol
90094427,MMC- Clayton,15,0,0,1.94,3.17,Salbutamol
90094829,Casey,2,0,0,4.79,3.17,Salbutamol
90095252,Casey,5,1,20,4.79,3.17,Salbutamol
90096616,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90096638,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90097823,Casey,5,0,0,4.79,3.17,Salbutamol
90097823,Dandenong,7,1,14,5.43,3.17,Salbutamol
90097823,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90098181,MMC- Clayton,17,0,0,1.94,3.17,Salbutamol
90098405,Casey,5,0,0,4.79,3.17,Salbutamol
90098744,MMC- Clayton,23,0,0,1.94,3.17,Salbutamol
90098753,Casey,7,1,14,4.79,3.17,Salbutamol
90098792,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90099597,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90099752,Dandenong,6,0,0,5.43,3.17,Salbutamol
90099752,MMC- Clayton,12,0,0,1.94,3.17,Salbutamol
90100013,Casey,9,0,0,4.79,3.17,Salbutamol
90100582,Dandenong,7,0,0,5.43,3.17,Salbutamol
90100582,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90101121,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90101122,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90101219,Dandenong,2,0,0,5.43,3.17,Salbutamol
90101274,Casey,24,1,4,4.79,3.17,Salbutamol
90101274,MMC- Clayton,33,0,0,1.94,3.17,Salbutamol
90102876,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90102895,Casey,1,0,0,4.79,3.17,Salbutamol
90102895,Dandenong,5,0,0,5.43,3.17,Salbutamol
90103211,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90103318,Casey,23,2,8,4.79,3.17,Salbutamol
90104011,Casey,8,2,25,4.79,3.17,Salbutamol
90104011,Dandenong,5,1,20,5.43,3.17,Salbutamol
90104797,Casey,5,0,0,4.79,3.17,Salbutamol
90104880,Dandenong,3,0,0,5.43,3.17,Salbutamol
90104983,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90105952,Casey,3,1,33,4.79,3.17,Salbutamol
90107017,Dandenong,3,1,33,5.43,3.17,Salbutamol
90107514,MMC- Clayton,18,0,0,1.94,3.17,Salbutamol
90107765,Dandenong,7,0,0,5.43,3.17,Salbutamol
90108333,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90109083,Dandenong,2,0,0,5.43,3.17,Salbutamol
90109179,Casey,2,0,0,4.79,3.17,Salbutamol
90109179,Dandenong,1,0,0,5.43,3.17,Salbutamol
90109179,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90109536,Casey,3,0,0,4.79,3.17,Salbutamol
90110663,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90111201,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90111234,Casey,1,0,0,4.79,3.17,Salbutamol
90111258,Casey,1,0,0,4.79,3.17,Salbutamol
90111262,MMC- Clayton,1,1,100,1.94,3.17,Salbutamol
90111265,Casey,1,0,0,4.79,3.17,Salbutamol
90111526,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90112083,Casey,3,0,0,4.79,3.17,Salbutamol
90112361,Dandenong,2,0,0,5.43,3.17,Salbutamol
90112578,Dandenong,3,0,0,5.43,3.17,Salbutamol
90113108,Dandenong,3,0,0,5.43,3.17,Salbutamol
90113108,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90113497,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90113883,Casey,11,0,0,4.79,3.17,Salbutamol
90115768,Casey,3,0,0,4.79,3.17,Salbutamol
90115768,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90115923,Dandenong,5,0,0,5.43,3.17,Salbutamol
90116155,Casey,4,0,0,4.79,3.17,Salbutamol
90116155,Dandenong,1,0,0,5.43,3.17,Salbutamol
90116410,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90117588,Casey,7,0,0,4.79,3.17,Salbutamol
90117588,Dandenong,3,0,0,5.43,3.17,Salbutamol
90117588,MMC- Clayton,7,0,0,1.94,3.17,Salbutamol
90117635,Casey,5,0,0,4.79,3.17,Salbutamol
90118204,Dandenong,2,0,0,5.43,3.17,Salbutamol
90118416,MMC- Clayton,11,0,0,1.94,3.17,Salbutamol
90119011,Dandenong,1,0,0,5.43,3.17,Salbutamol
90119011,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90119071,Casey,3,0,0,4.79,3.17,Salbutamol
90119285,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90119577,MMC- Clayton,43,1,2,1.94,3.17,Salbutamol
90119715,Casey,4,1,25,4.79,3.17,Salbutamol
90119742,Casey,4,0,0,4.79,3.17,Salbutamol
90119742,Dandenong,5,1,20,5.43,3.17,Salbutamol
90119823,MMC- Clayton,12,1,8,1.94,3.17,Salbutamol
90119848,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90119860,Casey,1,0,0,4.79,3.17,Salbutamol
90119860,MMC- Clayton,2,1,50,1.94,3.17,Salbutamol
90119901,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90119988,Dandenong,1,0,0,5.43,3.17,Salbutamol
90119988,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90121871,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90122677,Casey,2,0,0,4.79,3.17,Salbutamol
90122677,MMC- Clayton,32,1,3,1.94,3.17,Salbutamol
90123231,Casey,7,0,0,4.79,3.17,Salbutamol
90123234,Casey,1,0,0,4.79,3.17,Salbutamol
90123243,Casey,3,0,0,4.79,3.17,Salbutamol
90123249,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90123255,Casey,3,0,0,4.79,3.17,Salbutamol
90123258,Casey,3,1,33,4.79,3.17,Salbutamol
90123261,Casey,3,0,0,4.79,3.17,Salbutamol
90123262,Casey,8,0,0,4.79,3.17,Salbutamol
90123265,Casey,5,0,0,4.79,3.17,Salbutamol
90123274,Casey,5,0,0,4.79,3.17,Salbutamol
90123274,Dandenong,4,1,25,5.43,3.17,Salbutamol
90123284,Casey,4,0,0,4.79,3.17,Salbutamol
90123295,Casey,1,0,0,4.79,3.17,Salbutamol
90123296,Casey,3,0,0,4.79,3.17,Salbutamol
90123301,Casey,4,0,0,4.79,3.17,Salbutamol
90123309,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90123323,Casey,4,0,0,4.79,3.17,Salbutamol
90123332,Casey,1,0,0,4.79,3.17,Salbutamol
90123339,Dandenong,2,0,0,5.43,3.17,Salbutamol
90123339,MMC- Clayton,16,0,0,1.94,3.17,Salbutamol
90124199,Casey,5,0,0,4.79,3.17,Salbutamol
90124202,Casey,8,0,0,4.79,3.17,Salbutamol
90124202,Dandenong,7,1,14,5.43,3.17,Salbutamol
90124438,Casey,14,0,0,4.79,3.17,Salbutamol
90124438,Dandenong,1,1,100,5.43,3.17,Salbutamol
90124438,MMC- Clayton,21,0,0,1.94,3.17,Salbutamol
90124439,Casey,10,2,20,4.79,3.17,Salbutamol
90124439,Dandenong,4,1,25,5.43,3.17,Salbutamol
90124440,Casey,26,2,7,4.79,3.17,Salbutamol
90124441,Casey,7,1,14,4.79,3.17,Salbutamol
90124443,Casey,3,1,33,4.79,3.17,Salbutamol
90124445,Casey,6,2,33,4.79,3.17,Salbutamol
90124446,Casey,6,1,16,4.79,3.17,Salbutamol
90124446,Dandenong,1,0,0,5.43,3.17,Salbutamol
90124447,Casey,7,0,0,4.79,3.17,Salbutamol
90124447,Dandenong,5,1,20,5.43,3.17,Salbutamol
90124449,Casey,2,0,0,4.79,3.17,Salbutamol
90124449,Dandenong,10,0,0,5.43,3.17,Salbutamol
90124459,Dandenong,2,0,0,5.43,3.17,Salbutamol
90124476,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90124487,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90124491,Casey,5,0,0,4.79,3.17,Salbutamol
90124492,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90124499,Dandenong,1,0,0,5.43,3.17,Salbutamol
90124502,Casey,5,0,0,4.79,3.17,Salbutamol
90124502,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90124505,MMC- Clayton,8,1,12,1.94,3.17,Salbutamol
90124508,Casey,11,0,0,4.79,3.17,Salbutamol
90124515,Dandenong,1,0,0,5.43,3.17,Salbutamol
90124517,Dandenong,4,0,0,5.43,3.17,Salbutamol
90124517,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90124523,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90124524,MMC- Clayton,11,0,0,1.94,3.17,Salbutamol
90124526,MMC- Clayton,19,0,0,1.94,3.17,Salbutamol
90124539,Casey,1,0,0,4.79,3.17,Salbutamol
90124543,Casey,2,0,0,4.79,3.17,Salbutamol
90124543,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90124546,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90124552,Casey,2,0,0,4.79,3.17,Salbutamol
90124561,Dandenong,6,0,0,5.43,3.17,Salbutamol
90124561,MMC- Clayton,9,0,0,1.94,3.17,Salbutamol
90124563,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90124565,Dandenong,2,0,0,5.43,3.17,Salbutamol
90124570,Casey,2,0,0,4.79,3.17,Salbutamol
90124570,Dandenong,1,0,0,5.43,3.17,Salbutamol
90124574,Casey,7,1,14,4.79,3.17,Salbutamol
90124585,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90124609,MMC- Clayton,24,1,4,1.94,3.17,Salbutamol
90124612,Casey,5,0,0,4.79,3.17,Salbutamol
90124621,MMC- Clayton,24,0,0,1.94,3.17,Salbutamol
90124633,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90124637,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90124642,Casey,11,0,0,4.79,3.17,Salbutamol
90124682,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90124698,MMC- Clayton,14,0,0,1.94,3.17,Salbutamol
90124936,Casey,5,0,0,4.79,3.17,Salbutamol
90124939,Casey,1,0,0,4.79,3.17,Salbutamol
90127293,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90127515,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90132167,Casey,29,1,3,4.79,3.17,Salbutamol
90135325,Casey,12,0,0,4.79,3.17,Salbutamol
90136838,MMC- Clayton,17,0,0,1.94,3.17,Salbutamol
90136845,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90136849,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90136850,MMC- Clayton,16,0,0,1.94,3.17,Salbutamol
90137181,Casey,1,0,0,4.79,3.17,Salbutamol
90137813,Casey,19,0,0,4.79,3.17,Salbutamol
90137813,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90138704,MMC- Clayton,9,0,0,1.94,3.17,Salbutamol
90138705,MMC- Clayton,9,0,0,1.94,3.17,Salbutamol
90139416,Dandenong,1,0,0,5.43,3.17,Salbutamol
90140200,Casey,3,0,0,4.79,3.17,Salbutamol
90140978,Dandenong,1,0,0,5.43,3.17,Salbutamol
90141465,Casey,3,1,33,4.79,3.17,Salbutamol
90141884,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90142519,MMC- Clayton,22,1,4,1.94,3.17,Salbutamol
90142803,Casey,2,1,50,4.79,3.17,Salbutamol
90142812,Casey,3,0,0,4.79,3.17,Salbutamol
90142824,MMC- Clayton,8,1,12,1.94,3.17,Salbutamol
90142827,Casey,6,0,0,4.79,3.17,Salbutamol
90142841,Casey,7,0,0,4.79,3.17,Salbutamol
90142841,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90142861,Casey,1,0,0,4.79,3.17,Salbutamol
90142863,Casey,1,0,0,4.79,3.17,Salbutamol
90142876,Casey,1,0,0,4.79,3.17,Salbutamol
90142879,Casey,1,0,0,4.79,3.17,Salbutamol
90144220,Casey,4,1,25,4.79,3.17,Salbutamol
90144405,MMC- Clayton,39,1,2,1.94,3.17,Salbutamol
90144435,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90144443,MMC- Clayton,20,1,5,1.94,3.17,Salbutamol
90144606,Casey,1,0,0,4.79,3.17,Salbutamol
90144607,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90144627,Dandenong,5,0,0,5.43,3.17,Salbutamol
90144629,Casey,28,2,7,4.79,3.17,Salbutamol
90144646,Casey,8,0,0,4.79,3.17,Salbutamol
90144736,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90144754,Dandenong,1,0,0,5.43,3.17,Salbutamol
90144787,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90144872,Casey,30,0,0,4.79,3.17,Salbutamol
90144878,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90144901,MMC- Clayton,13,0,0,1.94,3.17,Salbutamol
90144911,MMC- Clayton,5,1,20,1.94,3.17,Salbutamol
90144933,Casey,7,0,0,4.79,3.17,Salbutamol
90144951,Casey,7,0,0,4.79,3.17,Salbutamol
90145024,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90145085,MMC- Clayton,12,0,0,1.94,3.17,Salbutamol
90145086,MMC- Clayton,30,1,3,1.94,3.17,Salbutamol
90145198,Dandenong,1,0,0,5.43,3.17,Salbutamol
90145218,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90145257,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90145261,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90145292,Casey,1,0,0,4.79,3.17,Salbutamol
90145292,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90145296,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90145323,Casey,2,1,50,4.79,3.17,Salbutamol
90145385,Casey,5,1,20,4.79,3.17,Salbutamol
90145390,MMC- Clayton,16,0,0,1.94,3.17,Salbutamol
90145408,Casey,3,0,0,4.79,3.17,Salbutamol
90145408,MMC- Clayton,10,0,0,1.94,3.17,Salbutamol
90145457,Dandenong,1,0,0,5.43,3.17,Salbutamol
90145469,Dandenong,5,0,0,5.43,3.17,Salbutamol
90145507,Casey,1,0,0,4.79,3.17,Salbutamol
90145525,Casey,5,0,0,4.79,3.17,Salbutamol
90145549,MMC- Clayton,4,2,50,1.94,3.17,Salbutamol
90145738,MMC- Clayton,12,0,0,1.94,3.17,Salbutamol
90145741,Casey,5,0,0,4.79,3.17,Salbutamol
90145754,MMC- Clayton,6,0,0,1.94,3.17,Salbutamol
90145901,Casey,31,0,0,4.79,3.17,Salbutamol
90145901,MMC- Clayton,37,0,0,1.94,3.17,Salbutamol
90146246,Casey,2,0,0,4.79,3.17,Salbutamol
90146286,Dandenong,1,0,0,5.43,3.17,Salbutamol
90146286,MMC- Clayton,18,0,0,1.94,3.17,Salbutamol
90148355,Casey,5,0,0,4.79,3.17,Salbutamol
90148355,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90148374,Dandenong,1,0,0,5.43,3.17,Salbutamol
90148809,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90149605,MMC- Clayton,9,0,0,1.94,3.17,Salbutamol
90150180,MMC- Clayton,4,1,25,1.94,3.17,Salbutamol
90152266,Casey,2,0,0,4.79,3.17,Salbutamol
90152983,Casey,1,0,0,4.79,3.17,Salbutamol
90153189,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90153195,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90153760,Casey,6,0,0,4.79,3.17,Salbutamol
